2457308.556074	13.43	0.003
2457317.503599	13.438	0.003
2457370.444909	13.44	0.003
2457390.345219	13.447	0.003
2457392.345122	13.447	0.003
2457398.415393	13.423	0.003
2457399.415311	13.432	0.003
2457429.327864	13.438	0.003
2457430.346086	13.435	0.003
2457461.256016	13.416	0.01
2457461.273361	13.426	0.004
2457461.290555	13.429	0.009
2457461.307228	13.423	0.004
2457481.235033	13.433	0.003
2457481.246571	13.423	0.003
2457481.274835	13.419	0.004
2457485.227525	13.425	0.008
2457485.231491	13.426	0.004
2457485.239481	13.411	0.004
2457485.253246	13.402	0.004
2457687.590148	13.441	0.003
2457687.619413	13.446	0.003
2457687.63389	13.446	0.003
2457691.580125	13.443	0.003
2457691.594023	13.45	0.003
2457691.60847	13.45	0.003
2457691.622863	13.447	0.003
2457691.639781	13.45	0.003
2457699.578242	13.451	0.003
2457699.592609	13.449	0.003
2457699.607478	13.45	0.003
2457699.636338	13.45	0.003
2457747.432434	13.446	0.003
2457747.44535	13.445	0.003
2457747.45884	13.444	0.003
2457747.472319	13.454	0.003
2457747.485347	13.454	0.003
2457755.461709	13.448	0.003
2457779.421934	13.447	0.003
2457783.386999	13.438	0.003
2457783.402818	13.433	0.003
2457783.417996	13.451	0.003
2457787.312429	13.436	0.003
2457787.335399	13.431	0.003
2457787.341994	13.439	0.003
2457787.355596	13.44	0.003
2457787.366703	13.44	0.003
2457803.342738	13.444	0.003
2457803.354416	13.436	0.003
2457803.366095	13.449	0.003
2457803.377787	13.435	0.003
2457803.389872	13.437	0.003
2457807.342542	13.435	0.003
2457807.357564	13.445	0.003
2457835.268349	13.454	0.003
2457835.282592	13.446	0.003
2457835.297343	13.467	0.003
2457835.312498	13.443	0.003
2457835.328073	13.45	0.003
2457839.25872	13.457	0.003
2457839.273454	13.461	0.003
2457839.287639	13.463	0.003
2457839.301989	13.461	0.004
2457839.317418	13.454	0.004
2457843.264476	13.435	0.003
2457843.279651	13.444	0.003
2457843.2948	13.449	0.003
2457843.308864	13.462	0.003
2457847.232476	13.431	0.005
2457847.239248	13.452	0.004
2457847.249681	13.465	0.004
2457847.263754	13.459	0.004
2457847.279385	13.47	0.004
2457863.23686	13.435	0.004
2457863.242631	13.436	0.004
2457863.252085	13.433	0.003
2457863.262602	13.436	0.004
2458013.63944	13.431	0.003
2458013.642202	13.443	0.003
2458017.648847	13.43	0.008
2458021.644286	13.444	0.004
2458073.524408	13.443	0.003
2458073.525321	13.438	0.003
2458225.238192	13.476	0.006
2458225.244773	13.454	0.007
2458225.252757	13.448	0.005
2458225.26065	13.431	0.021
2458405.651946	13.451	0.006
2458433.586861	13.462	0.019
2458433.5971	13.463	0.025
2458433.606851	13.431	0.013
2458433.617075	13.489	0.065
2458577.283687	13.417	0.003
2458817.601111	14.82	0.092
2458957.235282	13.437	0.003
2458957.238126	13.425	0.003
2458957.246859	13.423	0.003
2458957.25775	13.409	0.003
2459223.352671	13.032	0.012
2459223.3545129998	13.028	0.011
2459223.357276	13.028	0.012
2459289.259515	13.229	0.004
2459589.471752	13.223	0.01
2459589.475873	13.247	0.024
2459589.494254	13.15	0.055
2459636.220635	13.305	0.003
2459911.939483	13.44	0.005
2459911.941285	13.438	0.005
2459958.922773	13.478	0.003
2459958.926138	13.466	0.003
2459958.929031	13.459	0.003
2459958.931852	13.461	0.003
2460017.768386	13.491	0.013
2460017.778185	13.456	0.009
2460017.806193	13.471	0.005
2460021.81539	13.458	0.011
2460025.75097	13.428	0.007
2460025.754601	13.439	0.006
2460025.769421	13.445	0.004
2460025.774539	13.456	0.009
2460150.159544	13.463	0.003
2460150.169465	13.451	0.003
2460150.175312	13.46	0.003
2460200.14017	13.453	0.003
2460200.153538	13.449	0.003
2460200.996077	13.51	0.003
2460201.000334	13.491	0.003
2460201.005675	13.483	0.003
2460270.100779	13.443	0.003
