###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57485.231491  13.426  0.004 15467   68 c  0   7.17  90.26700 -18.96770  6672.35  1952.05 4.66 4.27   7.0 -0.500 18.37 19.55 02a57485o0040c
57485.239481  13.411  0.004 15694   56 c  0  12.82  90.26700 -18.96770  7816.14  1358.24 5.03 4.46  13.7 -0.491 18.98 20.72 02a57485o0056c
57485.253246  13.402  0.004 15822   59 c  0  11.48  90.26700 -18.96770  8000.54  1474.21 4.87 4.38  13.5 -0.479 18.94 20.75 02a57485o0083c
57671.653972  12.268  0.033 44952 1469 o  0   3.52  90.26700 -18.96770  2723.48 10225.83 21.92 11.88   0.0 -0.136 16.26 16.55 02a57671o0871o
57675.586968  12.928  0.003 24475   76 o  0  34.06  90.26700 -18.96770  1879.47  8779.35 3.68 3.42  17.2 -0.471 18.51 19.52 02a57675o0782o
57675.601534  12.894  0.003 25268   75 o  0  72.99  90.26700 -18.96770  1895.88  8820.04 3.38 2.99  -4.6 -0.472 18.67 19.68 02a57675o0809o
57675.615878  12.949  0.003 24008   62 o  0  30.45  90.26700 -18.96770  8675.79  1703.86 3.67 3.47  86.8 -0.448 18.83 20.03 02a57675o0836o
57675.630413  12.944  0.003 24114   60 o  0  43.09  90.26700 -18.96770  8695.35  1588.67 3.72 3.42  88.3 -0.455 19.08 20.49 02a57675o0863o
57675.644774  12.947  0.003 24052   71 o  0  23.35  90.26700 -18.96770  8661.87  1647.08 3.64 3.20 -88.2 -0.477 18.45 19.21 02a57675o0890o
57687.576753  13.441  0.003 15267   43 c  0  46.16  90.26700 -18.96770  2119.21  6543.73 3.87 3.68  39.2 -0.416 19.47 21.24 02a57687o0782c
57687.590148  13.441  0.003 15268   43 c  0  30.43  90.26700 -18.96770  8362.49  3864.91 3.84 3.49 -89.2 -0.406 19.47 21.21 02a57687o0809c
57687.604697  13.442  0.003 15249   42 c  0  34.98  90.26700 -18.96770  8416.91  3943.91 3.82 3.49 -89.9 -0.410 19.50 21.25 02a57687o0837c
57687.619413  13.446  0.003 15188   43 c  0  25.00  90.26700 -18.96770  8436.87  3827.49 3.91 3.54  89.6 -0.403 19.49 21.25 02a57687o0865c
57687.633890  13.446  0.003 15185   43 c  0  27.17  90.26700 -18.96770  8402.47  3883.48 3.84 3.47 -88.8 -0.414 19.46 21.20 02a57687o0893c
57691.580125  13.443  0.003 15236   42 c  0  30.24  90.26700 -18.96770  7103.98  1618.96 4.03 3.90  85.1 -0.390 19.55 21.53 02a57691o0363c
57691.594023  13.450  0.003 15135   42 c  0  17.40  90.26700 -18.96770  7085.37  1584.18 4.21 4.10  80.1 -0.379 19.49 21.50 02a57691o0390c
57691.608470  13.450  0.003 15134   41 c  0  19.43  90.26700 -18.96770  7141.94  1661.96 4.27 4.19  81.2 -0.375 19.45 21.45 02a57691o0418c
57691.622863  13.447  0.003 15182   42 c  0  25.44  90.26700 -18.96770  7163.78  1545.80 3.97 3.91 -86.5 -0.397 19.50 21.40 02a57691o0446c
57691.639781  13.450  0.003 15133   42 c  0  20.71  90.26700 -18.96770  7128.53  1602.96 4.04 4.01 -14.7 -0.387 19.37 21.20 02a57691o0479c
57699.578242  13.451  0.003 15123   46 c  0  26.21  90.26700 -18.96770  7643.95  3946.66 3.75 3.45  88.0 -0.399 19.35 21.08 02a57699o0764c
57699.592609  13.449  0.003 15146   49 c  0  19.66  90.26700 -18.96770  7628.37  3907.32 3.76 3.44 -89.8 -0.400 19.26 20.98 02a57699o0792c
57699.607478  13.450  0.003 15137   42 c  0  31.17  90.26700 -18.96770  7683.40  3984.50 3.80 3.49 -89.6 -0.396 19.49 21.23 02a57699o0821c
57699.621921  13.448  0.003 15164   43 c  0  37.12  90.26700 -18.96770  7702.78  3870.31 3.74 3.49  89.5 -0.399 19.48 21.21 02a57699o0849c
57699.636338  13.450  0.003 15129   44 c  0  24.43  90.26700 -18.96770  7669.84  3925.60 3.89 3.83 -90.0 -0.373 19.36 21.16 02a57699o0877c
57703.544766  12.955  0.002 23874   57 o  0  93.70  90.26700 -18.96770  6108.68  2530.26 3.53 3.36 -81.8 -0.446 18.99 20.18 02a57703o0711o
57703.558150  12.956  0.002 23846   57 o  0  87.66  90.26700 -18.96770  6091.31  2497.80 3.51 3.37 -72.1 -0.449 19.13 20.45 02a57703o0737o
57703.572690  12.950  0.002 23988   55 o  0 109.05  90.26700 -18.96770  6147.37  2576.17 3.51 3.35 -81.5 -0.444 19.37 20.93 02a57703o0765o
57703.587185  12.952  0.002 23947   56 o  0  94.25  90.26700 -18.96770  6167.90  2459.08 3.54 3.38 -78.7 -0.443 19.33 20.88 02a57703o0793o
57703.600603  12.948  0.002 24023   56 o  0 104.51  90.26700 -18.96770  6132.51  2517.76 3.51 3.36 -77.5 -0.451 19.36 20.90 02a57703o0819o
57707.534515  12.963  0.003 23713   75 o  0   6.23  90.26700 -18.96770  6557.53  1051.52 4.38 3.76   1.3 -0.410 18.11 18.85 02a57707o0669o
57707.554600  12.957  0.003 23834   78 o  0   8.31  90.26700 -18.96770  6541.68  1015.86 3.89 3.63  -5.3 -0.467 18.22 18.85 02a57707o0708o
57707.567959  12.965  0.003 23667   75 o  0   9.57  90.26700 -18.96770  6597.63  1092.42 3.79 3.56  -2.1 -0.447 18.24 18.86 02a57707o0734o
57707.580819  12.972  0.003 23512   78 o  0   6.84  90.26700 -18.96770  6618.98   974.92 3.98 3.65  -2.6 -0.439 18.20 18.85 02a57707o0759o
57707.594773  12.966  0.003 23638   72 o  0   9.65  90.26700 -18.96770  6583.01  1032.87 4.27 3.63  -1.2 -0.429 18.17 18.86 02a57707o0786o
57711.528868  12.969  0.004 23580   88 o  0   6.93  90.26700 -18.96770  8574.82  4130.79 3.77 3.46  82.3 -0.428 17.80 18.60 02a57711o0585o
57711.541765  12.959  0.003 23799   67 o  0  11.45  90.26700 -18.96770  8557.19  4095.99 3.83 3.65  77.0 -0.407 18.48 19.50 02a57711o0610o
57711.555690  12.961  0.002 23738   58 o  0  24.03  90.26700 -18.96770  8614.20  4173.39 3.87 3.74  29.9 -0.404 18.83 20.11 02a57711o0637o
57711.569635  12.967  0.003 23622   60 o  0  28.31  90.26700 -18.96770  8634.92  4058.32 3.77 3.44  83.5 -0.426 18.87 20.07 02a57711o0664o
57711.579430  12.962  0.002 23720   59 o  0  30.82  90.26700 -18.96770  8598.06  4117.04 3.79 3.42  87.3 -0.428 18.86 20.07 02a57711o0683o
57735.459352  12.953  0.003 23914   77 o  0   7.71  90.26700 -18.96770  7318.10  2396.58 3.72 3.61  49.9 -0.430 18.11 18.65 02a57735o0424o
57735.472226  12.954  0.003 23889   77 o  0   8.40  90.26700 -18.96770  7299.83  2359.90 3.66 3.57  58.2 -0.447 18.13 18.65 02a57735o0449o
57735.485562  12.962  0.003 23714   74 o  0  12.15  90.26700 -18.96770  7355.60  2441.37 3.65 3.45  85.6 -0.454 18.14 18.64 02a57735o0475o
57735.502576  12.961  0.003 23749   76 o  0   7.90  90.26700 -18.96770  7395.08  2326.41 3.83 3.71   7.0 -0.419 18.07 18.61 02a57735o0508o
57735.513338  12.962  0.003 23733   81 o  0   7.43  90.26700 -18.96770  7342.14  2384.08 3.73 3.62  80.9 -0.441 18.09 18.60 02a57735o0529o
57743.503643  12.944  0.002 24132   57 o  0  38.98  90.26700 -18.96770  6337.45  1139.74 3.93 3.82 -58.9 -0.434 19.13 20.70 02a57743o0622o
57743.516638  12.943  0.002 24148   59 o  0  43.79  90.26700 -18.96770  6320.69  1099.40 3.84 3.76 -66.9 -0.436 19.13 20.66 02a57743o0647o
57743.529630  12.949  0.002 24018   59 o  0  44.64  90.26700 -18.96770  6375.34  1176.45 3.78 3.68 -61.5 -0.441 19.13 20.61 02a57743o0672o
57743.542506  12.949  0.002 24018   59 o  0  20.90  90.26700 -18.96770  6396.87  1058.49 4.10 3.79  -3.6 -0.415 19.04 20.59 02a57743o0697o
57743.556448  12.947  0.002 24055   60 o  0  27.74  90.26700 -18.96770  6361.95  1115.02 3.94 3.67  -6.3 -0.434 19.04 20.54 02a57743o0724o
57747.432434  13.446  0.003 15186   41 c  0  24.22  90.26700 -18.96770  5813.37  2128.15 3.98 3.91 -88.5 -0.378 19.62 21.66 02a57747o0492c
57747.445350  13.445  0.003 15206   43 c  0   7.29  90.26700 -18.96770  5796.42  2090.44 4.53 4.10   0.9 -0.372 19.51 21.64 02a57747o0518c
57747.458840  13.444  0.003 15224   42 c  0  20.19  90.26700 -18.96770  5852.28  2172.19 4.02 3.89  -3.9 -0.399 19.62 21.65 02a57747o0545c
57747.472319  13.454  0.003 15082   42 c  0  14.35  90.26700 -18.96770  5870.54  2054.58 4.90 4.01  -2.5 -0.350 19.49 21.67 02a57747o0572c
57747.485347  13.454  0.003 15079   43 c  0  10.07  90.26700 -18.96770  5835.14  2112.87 4.71 4.00  -0.6 -0.366 19.52 21.69 02a57747o0598c
57755.420711  13.436  0.003 15330   42 c  0  38.24  90.26700 -18.96770  7969.44  3423.15 3.77 3.48  81.6 -0.401 19.75 21.76 02a57755o0437c
57755.433833  13.454  0.003 15086   41 c  0  37.21  90.26700 -18.96770  7952.17  3387.77 3.81 3.54  82.0 -0.397 19.73 21.77 02a57755o0462c
57755.447839  13.448  0.003 15165   42 c  0  39.10  90.26700 -18.96770  8007.61  3464.94 3.77 3.48  83.0 -0.403 19.76 21.79 02a57755o0489c
57755.461709  13.448  0.003 15166   43 c  0  25.19  90.26700 -18.96770  8027.90  3349.49 3.79 3.60  82.7 -0.395 19.74 21.78 02a57755o0515c
57755.474782  13.449  0.003 15144   41 c  0  40.04  90.26700 -18.96770  7993.08  3407.35 3.78 3.58  84.9 -0.398 19.74 21.77 02a57755o0540c
57758.303952  13.442  0.003 15243   46 c  0  37.37  90.26700 -18.96770  3142.60  8143.81 3.95 3.82  50.4 -0.405 19.16 20.75 02a57758o0217c
57758.313141  13.442  0.003 15252   46 c  0  37.79  90.26700 -18.96770  3141.35  8143.75 3.86 3.76  42.5 -0.407 19.21 20.78 02a57758o0234c
57763.395604  12.960  0.003 23775   70 o  0  22.55  90.26700 -18.96770  5631.79  1987.72 3.58 3.48 -79.8 -0.455 18.38 19.08 02a57763o0282o
57763.408410  12.954  0.003 23892   72 o  0  20.67  90.26700 -18.96770  5615.43  1951.48 3.58 3.47 -77.1 -0.457 18.38 19.08 02a57763o0307o
57763.421189  12.959  0.003 23788   72 o  0  14.71  90.26700 -18.96770  5673.30  2030.25 3.63 3.60 -64.3 -0.440 18.35 19.07 02a57763o0332o
57763.434125  12.957  0.003 23824   71 o  0  17.18  90.26700 -18.96770  5693.39  1913.62 3.61 3.54 -54.2 -0.447 18.36 19.06 02a57763o0357o
57763.446857  12.956  0.003 23864   71 o  0  19.00  90.26700 -18.96770  5656.91  1970.37 3.56 3.49 -59.6 -0.456 18.35 19.01 02a57763o0382o
57767.386021  12.946  0.003 24088   66 o  0  32.79  90.26700 -18.96770  7838.13  1792.58 3.63 3.40  85.9 -0.467 18.57 19.43 02a57767o0350o
57767.401599  12.947  0.003 24059   68 o  0  14.12  90.26700 -18.96770  7821.17  1754.18 3.78 3.61  87.6 -0.449 18.53 19.44 02a57767o0380o
57767.417196  12.942  0.003 24162   67 o  0  14.13  90.26700 -18.96770  7877.55  1831.78 3.76 3.56  84.2 -0.453 18.53 19.41 02a57767o0410o
57767.432940  12.941  0.003 24182   67 o  0  24.64  90.26700 -18.96770  7900.76  1715.81 3.58 3.35  87.5 -0.483 18.57 19.38 02a57767o0440o
57767.449102  12.949  0.003 24010   66 o  0  33.58  90.26700 -18.96770  7865.43  1772.37 3.54 3.31  89.2 -0.476 18.55 19.33 02a57767o0471o
57771.377801  12.884  0.003 25486   66 o  0 119.42  90.26700 -18.96770   731.07 10124.27 3.68 3.24  17.3 -0.482 19.15 20.71 02a57771o0353o
57771.384157  12.945  0.002 24095   60 o  0  57.55  90.26700 -18.96770  5682.33   462.12 3.75 3.64 -29.9 -0.452 19.21 20.77 02a57771o0365o
57771.392565  12.879  0.003 25610   65 o  0 285.27  90.26700 -18.96770   714.04 10084.85 3.46 3.02  10.7 -0.510 19.16 20.64 02a57771o0381o
57771.398872  12.956  0.002 23854   59 o  0 120.38  90.26700 -18.96770  5665.75   427.92 3.65 3.53 -29.9 -0.457 19.14 20.55 02a57771o0393o
57771.407298  12.883  0.003 25505   67 o  0 276.58  90.26700 -18.96770   771.06 10163.51 3.43 2.92  11.0 -0.521 19.04 20.38 02a57771o0409o
57771.413507  12.951  0.003 23964   60 o  0  32.44  90.26700 -18.96770  5723.36   505.20 4.18 3.66   0.0 -0.432 18.93 20.37 02a57771o0421o
57771.422090  12.871  0.003 25796   68 o  0 124.06  90.26700 -18.96770   795.25 10044.85 3.86 3.01   8.9 -0.504 18.91 20.27 02a57771o0437o
57771.430521  12.942  0.003 24156   60 o  0  35.09  90.26700 -18.96770  5744.90   386.97 4.15 3.59  -2.3 -0.444 18.90 20.28 02a57771o0451o
57771.438256  12.902  0.003 25064   68 o  0  47.61  90.26700 -18.96770   758.07 10101.94 4.45 3.42   8.4 -0.460 18.77 20.18 02a57771o0466o
57771.445204  12.963  0.003 23709   63 o  0  18.31  90.26700 -18.96770  5708.54   444.54 4.83 3.60  -0.7 -0.408 18.77 20.20 02a57771o0479o
57779.362159  13.447  0.003 15178   42 c  0  34.78  90.26700 -18.96770  7459.83  3770.47 3.88 3.65  86.1 -0.378 19.75 21.83 02a57779o0284c
57779.377241  13.445  0.003 15199   42 c  0  39.71  90.26700 -18.96770  7443.53  3731.55 3.85 3.60 -88.5 -0.384 19.75 21.81 02a57779o0313c
57779.392328  13.455  0.003 15069   42 c  0  43.97  90.26700 -18.96770  7499.14  3809.47 3.83 3.60 -89.6 -0.388 19.74 21.78 02a57779o0342c
57779.407392  13.456  0.003 15052   42 c  0  32.35  90.26700 -18.96770  7520.35  3692.25 3.84 3.82  16.5 -0.378 19.70 21.76 02a57779o0371c
57779.421934  13.447  0.003 15181   43 c  0  30.48  90.26700 -18.96770  7486.84  3749.25 3.91 3.72 -86.2 -0.380 19.68 21.74 02a57779o0399c
57783.356522  13.434  0.003 15365   42 c  0  63.16  90.26700 -18.96770  6530.89  1946.54 3.82 3.79  41.0 -0.442 19.62 21.60 02a57783o0269c
57783.371766  13.437  0.003 15324   43 c  0  40.91  90.26700 -18.96770  6516.09  1907.09 3.85 3.79   7.8 -0.430 19.60 21.56 02a57783o0298c
57783.386999  13.438  0.003 15304   44 c  0  19.89  90.26700 -18.96770  6591.58  1985.23 4.33 3.94   3.2 -0.396 19.51 21.55 02a57783o0327c
57783.402818  13.433  0.003 15370   44 c  0  27.93  90.26700 -18.96770  6611.90  1867.46 4.07 3.86   3.4 -0.416 19.55 21.55 02a57783o0357c
57783.417996  13.451  0.003 15126   44 c  0  23.74  90.26700 -18.96770  6558.83  1924.47 4.13 3.82   2.0 -0.407 19.53 21.53 02a57783o0386c
57787.307428  13.435  0.003 15341   47 c  0  36.59  90.26700 -18.96770   781.53 10399.29 4.42 4.03  24.6 -0.408 19.12 20.76 02a57787o0179c
57787.312429  13.436  0.003 15331   46 c  0  20.84  90.26700 -18.96770  5733.55   737.93 4.17 4.01   5.0 -0.429 19.17 20.82 02a57787o0189c
57787.323350  13.432  0.003 15387   47 c  0  46.84  90.26700 -18.96770   763.48 10360.35 4.23 3.80  23.6 -0.414 19.19 20.81 02a57787o0208c
57787.335399  13.431  0.003 15407   46 c  0  23.95  90.26700 -18.96770  5716.85   699.49 4.14 3.92   2.1 -0.423 19.21 20.87 02a57787o0233c
57787.341994  13.439  0.003 15288   46 c  0  23.86  90.26700 -18.96770  5771.40   777.38 3.98 3.87  -0.1 -0.435 19.24 20.88 02a57787o0245c
57787.349340  13.426  0.003 15477   48 c  0  39.72  90.26700 -18.96770   840.72 10320.25 4.21 3.85  30.0 -0.415 19.20 20.83 02a57787o0260c
57787.355596  13.440  0.003 15275   46 c  0  19.35  90.26700 -18.96770  5793.84   661.82 4.14 4.10 -57.2 -0.412 19.20 20.89 02a57787o0273c
57787.366228  13.436  0.003 15328   47 c  0  39.17  90.26700 -18.96770   805.76 10378.32 4.30 3.89  18.4 -0.415 19.19 20.87 02a57787o0294c
57787.366703  13.440  0.003 15273   45 c  0  22.76  90.26700 -18.96770  5757.09   716.77 4.16 3.93  -4.9 -0.414 19.24 20.92 02a57787o0295c
57795.383581  12.650  1.232 31620 38965 o  0   1.34  90.26700 -18.96770  4259.35  8281.18 6.67 5.09  83.5 -0.136 12.90 14.01 01a57795o0284o
57795.399447 -19.738 90.375   -46 4176 o  0   1.21  90.26700 -18.96770  4277.05  8319.41 18.67 3.38 -89.4 -0.136 15.88 16.95 01a57795o0313o
57795.411266  12.983  0.010 23262  240 o  0   1.15  90.26700 -18.96770  6364.48  2215.41 4.69 3.86   2.9 -0.371 16.75 17.07 02a57795o0379o
57799.318135  12.948  0.002 24042   56 o  0 136.28  90.26700 -18.96770  7330.01  1437.92 3.63 3.42  88.2 -0.464 19.43 21.14 02a57799o0197o
57799.331748  12.945  0.002 24088   56 o  0 139.17  90.26700 -18.96770  7314.02  1399.00 3.60 3.39 -86.5 -0.472 19.34 20.95 02a57799o0223o
57799.345842  12.936  0.002 24310   59 o  0  80.82  90.26700 -18.96770  7369.49  1476.07 3.59 3.36 -87.0 -0.472 19.13 20.51 02a57799o0250o
57799.361173  12.950  0.003 23990   60 o  0  40.49  90.26700 -18.96770  7409.89  1361.70 3.69 3.66   7.7 -0.449 18.97 20.31 02a57799o0279o
57799.375967  12.949  0.002 24012   59 o  0  61.35  90.26700 -18.96770  7356.88  1418.45 3.63 3.50 -84.1 -0.461 18.94 20.18 02a57799o0307o
57800.290241  12.936  0.004 24304   85 o  0  48.43  90.26700 -18.96770  1828.37  6739.33 3.81 3.77 -75.1 -0.607 18.92 20.81 01a57800o0119o
57800.304914  12.947  0.003 24064   83 o  0  42.84  90.26700 -18.96770  1848.23  6778.28 3.87 3.78 -76.4 -0.596 18.96 20.85 01a57800o0147o
57800.319672  12.957  0.003 23838   81 o  0  35.16  90.26700 -18.96770  1795.38  6701.69 3.90 3.77 -79.3 -0.594 18.95 20.83 01a57800o0175o
57803.342738  13.444  0.003 15225   42 c  0  27.31  90.26700 -18.96770  8535.11  2153.38 3.99 3.76  82.3 -0.405 19.64 21.68 02a57803o0236c
57803.354416  13.436  0.003 15338   43 c  0  26.28  90.26700 -18.96770  8518.90  2115.03 3.90 3.72  84.8 -0.409 19.64 21.66 02a57803o0259c
57803.366095  13.449  0.003 15143   43 c  0  31.56  90.26700 -18.96770  8573.71  2192.30 3.87 3.69  84.0 -0.414 19.64 21.65 02a57803o0282c
57803.377787  13.435  0.003 15352   45 c  0  25.83  90.26700 -18.96770  8613.73  2073.26 3.87 3.73  83.5 -0.414 19.60 21.61 02a57803o0305c
57803.389872  13.437  0.003 15323   44 c  0  27.49  90.26700 -18.96770  8559.62  2130.50 3.94 3.80  83.7 -0.408 19.57 21.59 02a57803o0329c
57804.259817  12.958  0.003 23806   78 o  0  35.39  90.26700 -18.96770  4445.11  6433.92 3.75 3.61 -43.8 -0.578 18.84 20.69 01a57804o0092o
57804.275392  12.962  0.003 23725   78 o  0  34.78  90.26700 -18.96770  4461.75  6473.31 3.76 3.64 -61.5 -0.572 18.86 20.73 01a57804o0122o
57806.255203  12.948  0.003 24028   84 o  0   9.24  90.26700 -18.96770  3240.95  8042.82 4.11 4.00 -23.8 -0.537 18.75 20.69 01a57806o0079o
57806.273139  12.976  0.006 23416  140 o  0   1.95  90.26700 -18.96770  3259.38  8081.11 4.16 4.02 -14.2 -0.551 18.23 20.17 01a57806o0114o
57806.285455  12.973  0.005 23483  109 o  0   3.06  90.26700 -18.96770  3181.35  8008.50 4.12 4.04 -62.2 -0.541 18.43 20.30 01a57806o0138o
57806.300801  12.962  0.007 23728  170 o  0   2.23  90.26700 -18.96770  3164.73  8125.69 4.23 4.14 -67.6 -0.550 17.50 19.35 01a57806o0168o
57807.327633  13.441  0.003 15258   42 c  0  32.17  90.26700 -18.96770  5826.35  3871.39 3.81 3.67  87.2 -0.382 19.65 21.67 02a57807o0194c
57807.342542  13.435  0.003 15350   44 c  0  28.67  90.26700 -18.96770  5810.44  3831.42 3.83 3.69  89.9 -0.377 19.61 21.62 02a57807o0223c
57807.357564  13.445  0.003 15200   43 c  0  29.44  90.26700 -18.96770  5866.83  3908.53 3.84 3.69 -87.3 -0.382 19.59 21.60 02a57807o0252c
57807.372543  13.437  0.003 15325   44 c  0  32.52  90.26700 -18.96770  5887.15  3790.08 3.79 3.64 -84.5 -0.383 19.57 21.54 02a57807o0281c
57807.388034  13.452  0.003 15107   43 c  0  36.68  90.26700 -18.96770  5851.90  3845.75 3.84 3.75 -84.6 -0.379 19.50 21.48 02a57807o0311c
57808.267631  12.928  0.053 24490 1306 o  0   1.02  90.26700 -18.96770  2209.54  7541.20 3.84 3.77 -61.7 -0.663 15.86 17.27 01a57808o0004o
57808.282418  12.951  0.003 23963   82 o  0  12.97  90.26700 -18.96770  2147.82  7466.24 4.01 3.88 -71.8 -0.556 18.84 20.69 01a57808o0033o
57808.297800  12.957  0.003 23830   81 o  0  10.59  90.26700 -18.96770  2129.37  7582.85 4.11 3.97 -72.5 -0.545 18.84 20.74 01a57808o0063o
57810.237873  -1.753  0.688 18248832526 12546072361 o  0   1.08  90.26700 -18.96770  8172.14  1345.98 3.42 3.04  22.3 -0.646 -2.51 -0.78 01a57810o0044o
57810.254318  13.064  0.143 21601 3086 o  0   1.02  90.26700 -18.96770  2444.27  9251.14 3.67 3.58 -34.8 -0.618 14.12 15.88 01a57810o0073o
57810.271283  13.063  0.107 21610 2312 o  0   0.99  90.26700 -18.96770  2384.33  9174.77 3.61 3.53 -35.2 -0.581 14.41 16.14 01a57810o0105o
57810.286636  12.993  0.030 23059  702 o  0   1.29  90.26700 -18.96770  2346.83  9293.20 3.68 3.60 -40.1 -0.630 15.70 17.42 01a57810o0135o
57811.319384  13.421  0.003 15551   44 c  0  57.51  90.26700 -18.96770  6110.59  1523.43 3.99 3.89  -3.5 -0.447 19.65 21.75 02a57811o0185c
57811.333924  13.437  0.003 15320   45 c  0  49.33  90.26700 -18.96770  6095.17  1481.45 3.96 3.83  -5.3 -0.450 19.65 21.72 02a57811o0213c
57811.365150  13.419  0.003 15570   46 c  0  32.39  90.26700 -18.96770  6192.44  1438.64 4.13 3.87  -1.3 -0.439 19.56 21.63 02a57811o0273c
57811.380224  13.424  0.003 15496   45 c  0  42.40  90.26700 -18.96770  6156.13  1496.78 4.08 3.80  -2.1 -0.448 19.53 21.55 02a57811o0302c
57816.224661  -8.041  0.005 5975925193550 29387081919 o  0  72.34  90.26700 -18.96770  5511.27  1673.04 5.71 4.23  51.3 -0.376 -3.61 -1.80 01a57816o0017o
57816.266869  12.954  0.003 23900   75 o  0  14.88  90.26700 -18.96770  5030.97  8939.42 3.59 3.31  58.7 -0.474 18.77 20.48 01a57816o0120o
57818.223163  12.972  0.004 23512   93 o  0   4.00  90.26700 -18.96770  5534.35  2395.33 3.72 3.49  25.8 -0.551 18.08 19.09 01a57818o0011o
57818.231091  12.944  0.004 24131   85 o  0  10.17  90.26700 -18.96770  5513.35  2356.10 3.37 3.30  71.9 -0.493 18.44 19.67 01a57818o0027o
57818.244153  12.954  0.004 23902   85 o  0   6.51  90.26700 -18.96770  5020.51  8106.49 3.27 3.15  -3.0 -0.510 18.48 19.78 01a57818o0051o
57818.259733  12.964  0.004 23673   87 o  0  12.73  90.26700 -18.96770  5006.91  8222.43 3.48 3.29 -13.7 -0.487 18.48 19.81 01a57818o0081o
57819.345909  12.974  0.003 23464   70 o  0  16.99  90.26700 -18.96770  7816.84  3206.33 3.88 3.61  13.0 -0.429 18.38 19.37 02a57819o0127o
57820.220245  12.958  0.050 23806 1183 o  0   1.14  90.26700 -18.96770  7514.74  1978.51 3.62 3.43  13.5 -0.503 15.40 15.43 01a57820o0025o
57823.284578  12.942  0.003 24159   75 o  0  32.49  90.26700 -18.96770  5883.47  4030.94 3.81 3.64   4.1 -0.540 18.27 19.10 02a57823o0110o
57823.297533  12.956  0.003 23849   79 o  0  15.03  90.26700 -18.96770  5868.24  3989.67 3.92 3.74   4.3 -0.486 18.23 19.07 02a57823o0136o
57823.310386  12.952  0.003 23948   78 o  0  16.16  90.26700 -18.96770  5941.33  4065.76 4.00 3.81  12.6 -0.476 18.16 18.98 02a57823o0162o
57823.323764  12.959  0.003 23785   77 o  0  17.04  90.26700 -18.96770  5962.32  3947.48 3.78 3.70  20.9 -0.464 18.18 18.93 02a57823o0189o
57823.337676  12.962  0.003 23725   82 o  0  15.66  90.26700 -18.96770  5909.16  4003.46 3.60 3.50  81.6 -0.476 18.17 18.84 02a57823o0217o
57826.351136  12.959  0.005 23801  110 o  0   2.89  90.26700 -18.96770  3514.99  7939.54 4.40 4.25  -9.9 -0.410 18.00 19.10 01a57826o0170o
57826.360387  12.960  0.004 23774   84 o  0  16.15  90.26700 -18.96770  7070.21  2583.97 3.63 3.39  85.6 -0.468 17.69 18.23 02a57826o0262o
57826.372558  12.952  0.004 23954   92 o  0  10.86  90.26700 -18.96770  7642.57  1997.73 3.72 3.62  63.0 -0.475 17.58 18.11 02a57826o0285o
57827.276340  12.963  0.003 23699   61 o  0  29.62  90.26700 -18.96770  7403.37  1425.65 4.02 3.94 -87.2 -0.419 18.39 19.82 02a57827o0065o
57827.288821  12.955  0.003 23878   66 o  0  57.60  90.26700 -18.96770  7368.96  1385.81 3.75 3.42 -83.6 -0.469 18.27 19.33 02a57827o0090o
57827.302067  12.946  0.003 24085   69 o  0  32.56  90.26700 -18.96770  7442.86  1461.20 3.72 3.57 -86.6 -0.476 18.10 19.06 02a57827o0116o
57827.314988  12.946  0.003 24073   72 o  0  31.22  90.26700 -18.96770  7462.81  1341.70 3.72 3.43 -87.4 -0.465 18.02 18.88 02a57827o0142o
57827.328440  12.938  0.003 24257   73 o  0  36.65  90.26700 -18.96770  7426.97  1398.42 3.60 3.20 -82.3 -0.481 17.98 18.74 02a57827o0169o
