2455955.94419	13.384	0.011
2455955.94597	13.392	0.011
2455971.88065	13.537	0.011
2455971.88274	13.518	0.011
2456216.05214	13.530	0.013
2456216.05429	13.552	0.013
2456219.0992	13.574	0.014
2456219.10134	13.574	0.013
2456590.00062	13.382	0.036
2456590.00198	13.460	0.039
2456590.01483	13.238	0.059
2456590.01619	13.347	0.023
2456592.99965	13.409	0.043
2456593.00102	13.366	0.046
2456594.08248	13.418	0.022
2456594.08385	13.449	0.026
2456596.00824	13.362	0.018
2456596.00971	13.334	0.017
2456600.98386	13.314	0.029
2456600.98523	13.380	0.028
2456615.90424	13.320	0.029
2456618.88869	13.269	0.022
2456621.87949	13.288	0.018
2456625.86235	13.386	0.016
2456625.86375	13.392	0.016
2456629.85061	13.403	0.018
2456629.8521	13.431	0.018
2456630.93024	13.368	0.016
2456630.93161	13.446	0.018
2456631.92407	13.395	0.017
2456631.92545	13.389	0.017
2456633.82903	13.409	0.045
2456636.83073	13.367	0.021
2456636.83211	13.391	0.021
2456637.83101	13.452	0.022
2456638.82581	13.414	0.023
2456642.87959	13.451	0.032
2456642.88099	13.390	0.03
2456652.89669	13.403	0.018
2456652.89818	13.374	0.018
2456656.87203	13.396	0.017
2456656.87334	13.385	0.016
2456675.79482	13.392	0.023
2456675.79617	13.433	0.022
2456676.88141	13.357	0.022
2456676.88277	13.369	0.021
2456682.85151	13.397	0.018
2456682.85307	13.378	0.018
2456683.85306	13.410	0.018
2456683.85491	13.387	0.017
2456701.80971	13.399	0.026
2456701.81112	13.389	0.028
2456701.82986	13.450	0.031
2456741.72194	13.394	0.032
2456741.72328	13.374	0.027
2456851.94697	13.447	0.048
2456859.93916	13.454	0.032
2456859.94084	13.420	0.033
2456862.93211	13.355	0.019
2456862.93359	13.377	0.021
2456863.92625	13.386	0.019
2456863.93108	13.434	0.019
2456874.89253	13.396	0.018
2456874.89412	13.379	0.018
2456877.8967	13.369	0.018
2456877.89817	13.394	0.019
2456884.9271	13.418	0.021
2456884.92855	13.376	0.022
2456890.87778	13.401	0.019
2456890.87925	13.408	0.019
2456896.89844	13.367	0.035
2456896.89994	13.146	0.119
2456908.09654	13.370	0.024
2456908.09802	13.387	0.024
2456910.84161	13.449	0.028
2456910.84309	13.427	0.029
2456911.83298	13.396	0.066
2456911.83443	13.411	0.059
2456913.11517	13.398	0.024
2456913.11657	13.379	0.023
2456914.11184	13.400	0.022
2456914.11328	13.401	0.022
2456919.09469	13.368	0.019
2456919.09616	13.420	0.019
2456919.82474	13.429	0.102
2456919.82623	13.288	0.031
2456923.81938	13.375	0.017
2456924.81847	13.371	0.017
2456927.80962	13.415	0.018
2456927.81111	13.360	0.017
2456928.8003	13.443	0.048
2456928.80187	13.439	0.037
2456929.8056	13.392	0.143
2456930.80648	13.351	0.018
2456930.80795	13.382	0.018
2456931.8067	13.356	0.017
2456931.80818	13.404	0.018
2456932.8013	13.437	0.018
2456932.80281	13.381	0.018
2456933.8009	13.339	0.017
2456933.80237	13.408	0.018
2456936.08897	13.415	0.018
2456938.08531	13.388	0.026
2456938.08672	13.371	0.026
2456948.77244	13.358	0.018
2456948.7739	13.403	0.019
2456959.75437	13.421	0.02
2456959.75579	13.401	0.018
2456963.754	13.339	0.024
2456963.75545	13.417	0.032
2456968.97096	13.585	0.11
2456969.74016	13.349	0.025
2456969.7416	13.392	0.025
2456969.99121	13.381	0.029
2456969.99261	13.376	0.027
2456973.98301	13.383	0.02
2456975.70017	13.394	0.018
2456975.70159	13.369	0.018
2456978.94486	13.382	0.018
2456978.94632	13.398	0.018
2456980.97791	13.380	0.018
2456981.94192	13.395	0.018
2456981.94332	13.371	0.017
2456982.93858	13.394	0.018
2456982.94003	13.432	0.019
2456983.95205	13.396	0.019
2456983.95353	13.390	0.019
2456984.94782	13.396	0.018
2456984.94929	13.388	0.019
2456985.00151	13.389	0.017
2456985.00298	13.385	0.018
2456986.95983	13.398	0.018
2456986.96123	13.372	0.017
2456989.92994	13.422	0.019
2456989.93141	13.361	0.017
2456991.94357	13.373	0.019
2456991.94503	13.403	0.019
2456993.91732	13.379	0.022
2456993.91878	13.403	0.023
2456998.9231	13.406	0.033
2456998.9245	13.418	0.03
2457001.93492	13.389	0.02
2457001.93639	13.436	0.022
2457003.9233	13.371	0.018
2457003.92471	13.397	0.019
2457006.92326	13.366	0.017
2457006.9258	13.366	0.017
